component_name;replacement_name;comment;sourec_url
System.Diagnostics.Debug;.NET Core;part of .Net Core 2.x, 3.x;
System.Diagnostics.DiagnosticSource;.NET Core;part of .Net Core 2.x, 3.x;
System.Diagnostics.FileVersionInfo;.NET Core;part of .Net Core 2.x, 3.x;
System.Diagnostics.Process;.NET Core;part of .Net Core 2.x, 3.x;
System.Diagnostics.StackTrace;.NET Core;part of .Net Core 2.x, 3.x;
System.Diagnostics.TextWriterTraceListener;.NET Core;part of .Net Core 2.x, 3.x;
System.Diagnostics.Tools;.NET Core;part of .Net Core 2.x, 3.x;
System.Diagnostics.TraceSource;.NET Core;part of .Net Core 2.x, 3.x;
System.Diagnostics.Tracing;.NET Core;part of .Net Core 2.x, 3.x;
System.Drawing;.NET Core;part of .Net Core 2.x, 3.x;
System.Drawing.Primitives;.NET Core;part of .Net Core 2.x, 3.x;
System.Dynamic.Runtime;.NET Core;part of .Net Core 2.x, 3.x;
System.Globalization.Calendars;.NET Core;part of .Net Core 2.x, 3.x;
System.Globalization;.NET Core;part of .Net Core 2.x, 3.x;
System.Globalization.Extensions;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.Compression.Brotli;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.Compression;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.Compression.FileSystem;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.Compression.ZipFile;.NET Core;part of .Net Core 2.x, 3.x;
System.IO;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.FileSystem.AccessControl;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.FileSystem;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.FileSystem.DriveInfo;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.FileSystem.Primitives;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.FileSystem.Watcher;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.IsolatedStorage;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.MemoryMappedFiles;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.Pipes.AccessControl;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.Pipes;.NET Core;part of .Net Core 2.x, 3.x;
System.IO.UnmanagedMemoryStream;.NET Core;part of .Net Core 2.x, 3.x;
System.Linq;.NET Core;part of .Net Core 2.x, 3.x;
System.Linq.Expressions;.NET Core;part of .Net Core 2.x, 3.x;
System.Linq.Parallel;.NET Core;part of .Net Core 2.x, 3.x;
System.Linq.Queryable;.NET Core;part of .Net Core 2.x, 3.x;
System.Memory;.NET Core;part of .Net Core 2.x, 3.x;
System.Net;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.Http;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.HttpListener;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.Mail;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.NameResolution;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.NetworkInformation;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.Ping;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.Primitives;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.Requests;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.Security;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.ServicePoint;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.Sockets;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.WebClient;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.WebHeaderCollection;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.WebProxy;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.WebSockets.Client;.NET Core;part of .Net Core 2.x, 3.x;
System.Net.WebSockets;.NET Core;part of .Net Core 2.x, 3.x;
System.Numerics;.NET Core;part of .Net Core 2.x, 3.x;
System.Numerics.Vectors;.NET Core;part of .Net Core 2.x, 3.x;
System.ObjectModel;.NET Core;part of .Net Core 2.x, 3.x;
System.Private.CoreLib;.NET Core;part of .Net Core 2.x, 3.x;
System.Private.DataContractSerialization;.NET Core;part of .Net Core 2.x, 3.x;
System.Private.Uri;.NET Core;part of .Net Core 2.x, 3.x;
System.Private.Xml;.NET Core;part of .Net Core 2.x, 3.x;
System.Private.Xml.Linq;.NET Core;part of .Net Core 2.x, 3.x;
System.Reflection.DispatchProxy;.NET Core;part of .Net Core 2.x, 3.x;
System.Reflection;.NET Core;part of .Net Core 2.x, 3.x;
System.Reflection.Emit;.NET Core;part of .Net Core 2.x, 3.x;
System.Reflection.Emit.ILGeneration;.NET Core;part of .Net Core 2.x, 3.x;
System.Reflection.Emit.Lightweight;.NET Core;part of .Net Core 2.x, 3.x;
System.Reflection.Extensions;.NET Core;part of .Net Core 2.x, 3.x;
System.Reflection.Metadata;.NET Core;part of .Net Core 2.x, 3.x;
System.Reflection.Primitives;.NET Core;part of .Net Core 2.x, 3.x;
System.Reflection.TypeExtensions;.NET Core;part of .Net Core 2.x, 3.x;
System.Resources.Reader;.NET Core;part of .Net Core 2.x, 3.x;
System.Resources.ResourceManager;.NET Core;part of .Net Core 2.x, 3.x;
System.Resources.Writer;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.CompilerServices.Unsafe;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.CompilerServices.VisualC;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Extensions;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Handles;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.InteropServices;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.InteropServices.RuntimeInformation;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.InteropServices.WindowsRuntime;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Intrinsics;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Loader;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Numerics;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Serialization;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Serialization.Formatters;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Serialization.Json;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Serialization.Primitives;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.Serialization.Xml;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.WindowsRuntime;.NET Core;part of .Net Core 2.x, 3.x;
System.Runtime.WindowsRuntime.UI.Xaml;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.AccessControl;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Claims;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Cryptography.Algorithms;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Cryptography.Cng;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Cryptography.Csp;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Cryptography.Encoding;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Cryptography.OpenSsl;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Cryptography.Primitives;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Cryptography.X509Certificates;.NET Core;part of .Net Core 2.x, 3.x;
System.Security;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Principal;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.Principal.Windows;.NET Core;part of .Net Core 2.x, 3.x;
System.Security.SecureString;.NET Core;part of .Net Core 2.x, 3.x;
System.ServiceModel.Web;.NET Core;part of .Net Core 2.x, 3.x;
System.ServiceProcess;.NET Core;part of .Net Core 2.x, 3.x;
System.Text.Encoding.CodePages;.NET Core;part of .Net Core 2.x, 3.x;
System.Text.Encoding;.NET Core;part of .Net Core 2.x, 3.x;
System.Text.Encoding.Extensions;.NET Core;part of .Net Core 2.x, 3.x;
System.Text.Encodings.Web;.NET Core;part of .Net Core 2.x, 3.x;
System.Text.Json;.NET Core;part of .Net Core 2.x, 3.x;
System.Text.RegularExpressions;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading.Channels;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading.Overlapped;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading.Tasks.Dataflow;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading.Tasks;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading.Tasks.Extensions;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading.Tasks.Parallel;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading.Thread;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading.ThreadPool;.NET Core;part of .Net Core 2.x, 3.x;
System.Threading.Timer;.NET Core;part of .Net Core 2.x, 3.x;
System.Transactions;.NET Core;part of .Net Core 2.x, 3.x;
System.Transactions.Local;.NET Core;part of .Net Core 2.x, 3.x;
System.ValueTuple;.NET Core;part of .Net Core 2.x, 3.x;
System.Web;.NET Core;part of .Net Core 2.x, 3.x;
System.Web.HttpUtility;.NET Core;part of .Net Core 2.x, 3.x;
System.Windows;.NET Core;part of .Net Core 2.x, 3.x;
System.Xml;.NET Core;part of .Net Core 2.x, 3.x;
System.Xml.Linq;.NET Core;part of .Net Core 2.x, 3.x;
System.Xml.ReaderWriter;.NET Core;part of .Net Core 2.x, 3.x;
System.Xml.Serialization;.NET Core;part of .Net Core 2.x, 3.x;
System.Xml.XDocument;.NET Core;part of .Net Core 2.x, 3.x;
System.Xml.XmlDocument;.NET Core;part of .Net Core 2.x, 3.x;
System.Xml.XmlSerializer;.NET Core;part of .Net Core 2.x, 3.x;
System.Xml.XPath;.NET Core;part of .Net Core 2.x, 3.x;
System.Xml.XPath.XDocument;.NET Core;part of .Net Core 2.x, 3.x;

Microsoft.EntityFrameworkCore;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Abstractions;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Analyzers;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Cosmos;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Design;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.InMemory;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Proxies;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Relational;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Relational.Design;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Sqlite;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Sqlite.Core;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Sqlite.Design;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.SqlServer;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.SqlServer.Design;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Tools;Microsoft.EntityFrameworkCore;;

Microsoft.Extensions.Caching.Abstractions;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Caching.Memory;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Caching.SqlServer;Microsoft.Extensions;;
Microsoft.Extensions.Caching.StackExchangeRedis;Microsoft.Extensions;;
Microsoft.Extensions.CommandLineUtils.Sources;Microsoft.Extensions;;
Microsoft.Extensions.Configuration;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Configuration.Abstractions;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Configuration.Binder;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Configuration.CommandLine;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Configuration.EnvironmentVariables;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Configuration.FileExtensions;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Configuration.Ini;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Configuration.Json;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Configuration.KeyPerFile;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.Configuration.NewtonsoftJson;Microsoft.Extensions;(not in 6.x);
Microsoft.Extensions.Configuration.UserSecrets;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Configuration.Xml;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.DependencyInjection;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.DependencyInjection.Abstractions;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.DependencyInjection.Specification.Tests;Microsoft.Extensions;(not in 5.x);
Microsoft.Extensions.DiagnosticAdapter;Microsoft.Extensions;(not in 5.x);
Microsoft.Extensions.Diagnostics.HealthChecks;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.Diagnostics.HealthChecks.Abstractions;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.FileProviders.Abstractions;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.FileProviders.Composite;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.FileProviders.Embedded;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.FileProviders.Embedded.Manifest.Task;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.FileProviders.Physical;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.FileSystemGlobbing;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Hosting;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Hosting.Abstractions;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Hosting.Systemd;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Hosting.WindowsServices;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Http;Microsoft.Extensions; (moved to .NET in version 5.x);
Microsoft.Extensions.Http.Polly;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.Localization;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.Localization.Abstractions;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.Logging;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Logging.AzureAppServices;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.Logging.Analyzers;Microsoft.Extensions;;
Microsoft.Extensions.Logging.Abstractions;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Logging.Configuration;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Logging.Console;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Logging.Debug;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Logging.EventLog;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Logging.EventSource;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Logging.Testing;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Logging.TraceSource;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.ObjectPool;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.Extensions.Options;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Options.ConfigurationExtensions;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Options.DataAnnotations;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.Primitives;Microsoft.Extensions;(moved to .NET in version 5.x);
Microsoft.Extensions.ValueStopwatch.Sources;Microsoft.Extensions;;
Microsoft.Extensions.WebEncoders;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Microsoft.JSInterop;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);
Mono.WebAssembly.Interop;Microsoft.Extensions;(moved to ASP.NET Core for version 5.x);

Microsoft.Owin;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Cors;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Diagnostics;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.FileSystems;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Host.HttpListener;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Hosting;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Security;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Security.ActiveDirectory;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Security.Cookies;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Security.Jwt;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Security.OAuth;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Security.OpenIdConnect;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.SelfHost;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.StaticFiles;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.SystemWeb;AspNetKatana (Microsoft.Owin.*);;
Microsoft.Owin.Testing;AspNetKatana (Microsoft.Owin.*);;
OwinHost;AspNetKatana (Microsoft.Owin.*);;

Microsoft.AspNet.SignalR;Signalr;;
Microsoft.AspNet.SignalR.Client;Signalr;;
Microsoft.AspNet.SignalR.Core;Signalr;;
Microsoft.AspNet.SignalR.JS;Signalr;;
Microsoft.AspNet.SignalR.Redis;Signalr;;
Microsoft.AspNet.SignalR.StackExchangeRedis;Signalr;;
Microsoft.AspNet.SignalR.SelfHost;Signalr;;
Microsoft.AspNet.SignalR.ServiceBus;Signalr;;
Microsoft.AspNet.SignalR.ServiceBus3;Signalr;;
Microsoft.AspNet.SignalR.SqlServer;Signalr;;
Microsoft.AspNet.SignalR.SystemWeb;Signalr;;
Microsoft.AspNet.SignalR.Utils;Signalr;;

logback-classic;Logback;;
logback-core;Logback;;

Microsoft.EntityFrameworkCore;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Abstractions;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Analyzers;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Cosmos;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Design;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.InMemory;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Proxies;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Relational;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Relational.Design;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Sqlite;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Sqlite.Core;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Sqlite.Design;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.SqlServer;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.SqlServer.Design;Microsoft.EntityFrameworkCore;;
Microsoft.EntityFrameworkCore.Tools;Microsoft.EntityFrameworkCore;;

quarkus-amazon-dynamodb;Quarkus;;
quarkus-hibernate-validatorl;Quarkus;;
quarkus-kafka-streamsl;Quarkus;;
quarkus-micrometerl;Quarkus;;
quarkus-oidc;Quarkus;;
quarkus-rest-client-jackson;Quarkus;;
quarkus-rest-client-mutiny;Quarkus;;
quarkus-resteasy-jackson;Quarkus;;
quarkus-resteasy-mutiny;Quarkus;;
quarkus-smallrye-health;Quarkus;;
quarkus-smallrye-openapi;Quarkus;;
quarkus-smallrye-reactive-messaging-kafka;Quarkus;;

@sentry/angular;sentry-javascript;;
@sentry/browser;sentry-javascript;;
@sentry/core;sentry-javascript;;
@sentry/ember;sentry-javascript;;
@sentry/gatsby;sentry-javascript;;
@sentry/hub;sentry-javascript;;
@sentry/minimal;sentry-javascript;;
@sentry/node;sentry-javascript;;
@sentry/types;sentry-javascript;;
@sentry/utils;sentry-javascript;;
@sentry/vue;sentry-javascript;;
@sentry/wasm;sentry-javascript;;

jcl-over-slf4j;slf4j;;https://github.com/qos-ch/slf4j
jul-to-slf4j;slf4j;;https://github.com/qos-ch/slf4j
log4j-over-slf4j;slf4j;;https://github.com/qos-ch/slf4j
osgi-over-slf4j;slf4j;;https://github.com/qos-ch/slf4j
slf4j-api;slf4j;;https://github.com/qos-ch/slf4j
slf4j-ext;slf4j;;https://github.com/qos-ch/slf4j
slf4j-jdk-platform-logging;slf4j;;https://github.com/qos-ch/slf4j
slf4j-jdk14;slf4j;;https://github.com/qos-ch/slf4j
slf4j-log4j12;slf4j;;https://github.com/qos-ch/slf4j
slf4j-migrator;slf4j;;https://github.com/qos-ch/slf4j
slf4j-nop;slf4j;;https://github.com/qos-ch/slf4j
slf4j-reload4j;slf4j;;https://github.com/qos-ch/slf4j
slf4j-simple;slf4j;;https://github.com/qos-ch/slf4j
slf4j-site;slf4j;;https://github.com/qos-ch/slf4j

spring-boot-actuator-autoconfigure;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-actuator;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-autoconfigure;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-cli;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-dependencies;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-devtools;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-docs;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-parent;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-properties-migrator;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-activemq;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-actuator;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-amqp;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-aop;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-artemis;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-batch;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-cache;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-cloud-connectors;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-cassandra-reactive;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-cassandra;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-couchbase-reactive;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-couchbase;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-elasticsearch;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-jdbc;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-jpa;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-ldap;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-mongodb-reactive;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-mongodb;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-neo4j;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-redis-reactive;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-redis;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-rest;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-data-solr;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-freemarker;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-groovy-templates;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-hateoas;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-integration;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-jdbc;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-jersey;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-jetty;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-jooq;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-json;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-jta-atomikos;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-jta-bitronix;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-log4j2;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-logging;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-mail;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-mustache;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-oauth2-client;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-oauth2-resource-server;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-parent;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-quartz;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-reactor-netty;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-rsocket;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-security;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-test;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-thymeleaf;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-tomcat;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-undertow;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-validation;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-web-services;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-web;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-webflux;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-starter-websocket;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-test-autoconfigure;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-test;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-tools;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-antlib;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-autoconfigure-processor;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-buildpack-platform;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-configuration-metadata;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-configuration-processor;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-gradle-plugin;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-gradle-test-support;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-jarmode-layertools;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-loader-tools;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-loader;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-maven-plugin;spring-boot;;https://github.com/spring-projects/spring-boot
spring-boot-test-support;spring-boot;;https://github.com/spring-projects/spring-boot

spring-aop;Spring Framework;;https://github.com/spring-projects/spring-framework
spring-aspects;Spring Framework;;https://github.com/spring-projects/spring-framework
spring-beans;Spring Framework;;https://github.com/spring-projects/spring-framework
